Importance	Ngram	Frequency in tumor_stage Columns	Frequency in Nontumor_stage Columns
611	kin	0.15384615384615385	0.046239837398373985
612	c-9	0.038461538461538464	0.001524390243902439
613	1_b	0.038461538461538464	0.024390243902439025
614	aka	0.038461538461538464	0.0020325203252032522
615	a_[	0.038461538461538464	0.0040650406504065045
616	ia_	0.19230769230769232	0.06758130081300813
617	62a	0.038461538461538464	0.0005081300813008131
618	(mr	0.038461538461538464	0.0005081300813008131
619	vel	0.038461538461538464	0.017784552845528455
620	r+)	0.038461538461538464	0.0
621	tre	0.15384615384615385	0.3465447154471545
622	atm	0.07692307692307693	0.304369918699187
623	a_t	0.07692307692307693	0.028455284552845527
624	hct	0.038461538461538464	0.023882113821138213
625	ono	0.038461538461538464	0.0975609756097561
626	6_(	0.07692307692307693	0.011178861788617886
627	u1_	0.038461538461538464	0.00508130081300813
628	phi	0.07692307692307693	0.02184959349593496
629	sap	0.0	0.031504065040650404
630	100	0.038461538461538464	0.057926829268292686
631	lin	0.3076923076923077	0.48221544715447157
632	-nc	0.038461538461538464	0.009146341463414634
633	337	0.07692307692307693	0.013719512195121951
634	62-	0.038461538461538464	0.003048780487804878
635	acr	0.038461538461538464	0.02032520325203252
636	16-	0.038461538461538464	0.02032520325203252
637	lo2	0.038461538461538464	0.001524390243902439
638	-55	0.038461538461538464	0.0040650406504065045
639	u06	0.038461538461538464	0.0
640	ure	0.0	0.07876016260162602
641	nxp	0.038461538461538464	0.0005081300813008131
642	iva	0.038461538461538464	0.018800813008130083
643	8m_	0.038461538461538464	0.0005081300813008131
644	576	0.038461538461538464	0.008130081300813009
645	127	0.038461538461538464	0.022357723577235773
646	158	0.038461538461538464	0.019817073170731708
647	-94	0.07692307692307693	0.0010162601626016261
648	20m	0.038461538461538464	0.0005081300813008131
649	fix	0.038461538461538464	0.0020325203252032522
650	ato	0.038461538461538464	0.058434959349593495
651	c-8	0.038461538461538464	0.0005081300813008131
652	abl	0.07692307692307693	0.01016260162601626
653	rel	0.038461538461538464	0.006097560975609756
654	68_	0.19230769230769232	0.05233739837398374
655	51_	0.15384615384615385	0.06859756097560976
656	-u2	0.038461538461538464	0.0005081300813008131
657	lic	0.11538461538461539	0.10619918699186992
658	urg	0.07692307692307693	0.007621951219512195
659	nir	0.038461538461538464	0.0
660	of_	0.07692307692307693	0.0741869918699187
661	ib?	0.038461538461538464	0.0
662	8_h	0.0	0.02540650406504065
663	-98	0.038461538461538464	0.0020325203252032522
664	e11	0.038461538461538464	0.010670731707317074
665	-w_	0.0	0.0005081300813008131
666	ifb	0.0	0.0010162601626016261
667	rbt	0.038461538461538464	0.0
668	21g	0.038461538461538464	0.001524390243902439
669	d_s	0.038461538461538464	0.046239837398373985
670	hym	0.07692307692307693	0.012703252032520325
671	p_r	0.038461538461538464	0.012703252032520325
672	2_t	0.07692307692307693	0.028963414634146343
673	n40	0.038461538461538464	0.0005081300813008131
674	ass	0.038461538461538464	0.07063008130081301
675	gc_	0.0	0.008638211382113821
676	6_i	0.0	0.0066056910569105695
677	pre	0.07692307692307693	0.10365853658536585
678	aci	0.038461538461538464	0.012195121951219513
679	ir-	0.038461538461538464	0.012703252032520325
680	qui	0.038461538461538464	0.00508130081300813
681	ang	0.038461538461538464	0.016260162601626018
682	336	0.07692307692307693	0.014227642276422764
683	316	0.07692307692307693	0.013719512195121951
684	oce	0.038461538461538464	0.01524390243902439
685	-gf	0.038461538461538464	0.003556910569105691
686	tat	0.19230769230769232	0.1133130081300813
687	88-	0.038461538461538464	0.002540650406504065
688	c11	0.0	0.018292682926829267
689	tai	0.0	0.008130081300813009
690	162	0.07692307692307693	0.02184959349593496
691	-66	0.038461538461538464	0.0020325203252032522
692	lmo	0.038461538461538464	0.006097560975609756
693	eri	0.23076923076923078	0.2108739837398374
694	649	0.038461538461538464	0.009654471544715448
695	d38	0.0	0.003556910569105691
696	tom	0.11538461538461539	0.04725609756097561
697	46_	0.15384615384615385	0.06707317073170732
698	49-	0.038461538461538464	0.007113821138211382
699	m_p	0.038461538461538464	0.023882113821138213
700	top	0.0	0.021341463414634148
701	hea	0.07692307692307693	0.08536585365853659
702	5_t	0.07692307692307693	0.012703252032520325
703	reg	0.038461538461538464	0.016260162601626018
704	n_f	0.0	0.027439024390243903
705	ixe	0.038461538461538464	0.009654471544715448
706	ko_	0.038461538461538464	0.036585365853658534
707	ml_	0.0	0.024898373983739838
708	40-	0.038461538461538464	0.007113821138211382
709	+mh	0.0	0.0005081300813008131
710	nin	0.0	0.02540650406504065
711	clc	0.038461538461538464	0.00508130081300813
712	64_	0.19230769230769232	0.05386178861788618
713	spe	0.07692307692307693	0.022357723577235773
714	rac	0.038461538461538464	0.0391260162601626
715	n-f	0.038461538461538464	0.001524390243902439
716	d_3	0.038461538461538464	0.019817073170731708
717	e)_	0.038461538461538464	0.011686991869918699
718	ter	0.07692307692307693	0.12754065040650406
719	4_t	0.11538461538461539	0.024390243902439025
720	tia	0.07692307692307693	0.05030487804878049
721	ctl	0.038461538461538464	0.007621951219512195
722	ry_	0.15384615384615385	0.13058943089430894
723	ain	0.038461538461538464	0.06504065040650407
724	cen	0.0	0.042682926829268296
725	lad	0.11538461538461539	0.012703252032520325
726	-97	0.038461538461538464	0.001524390243902439
727	sou	0.8461538461538461	0.8683943089430894
728	n-m	0.038461538461538464	0.003556910569105691
729	t-7	0.038461538461538464	0.0010162601626016261
730	bro	0.0	0.06910569105691057
731	601	0.07692307692307693	0.010670731707317074
732	l60	0.0	0.003556910569105691
733	r(r	0.038461538461538464	0.0
734	oor	0.038461538461538464	0.001524390243902439
735	nt_	0.4230769230769231	0.4563008130081301
736	e_p	0.0	0.044715447154471545
737	t_r	0.07692307692307693	0.04928861788617886
738	our	0.8461538461538461	0.8739837398373984
739	ita	0.0	0.02184959349593496
740	rsi	0.0	0.012703252032520325
741	x_c	0.038461538461538464	0.00508130081300813
742	421	0.07692307692307693	0.008130081300813009
743	8_a	0.0	0.011686991869918699
744	ah_	0.0	0.0020325203252032522
745	avs	0.038461538461538464	0.0010162601626016261
746	0ci	0.038461538461538464	0.0
747	der	0.23076923076923078	0.17428861788617886
748	van	0.038461538461538464	0.002540650406504065
749	ral	0.0	0.09349593495934959
750	e_3	0.07692307692307693	0.054878048780487805
751	027	0.07692307692307693	0.013211382113821139
752	nc2	0.038461538461538464	0.005589430894308943
753	mmo	0.0	0.027947154471544715
754	e21	0.038461538461538464	0.0040650406504065045
755	ns1	0.0	0.002540650406504065
756	iha	0.0	0.002540650406504065
757	amp	0.19230769230769232	0.125
758	ntr	0.07692307692307693	0.304369918699187
759	oxp	0.038461538461538464	0.0005081300813008131
760	p_(	0.038461538461538464	0.004573170731707317
761	liv	0.07692307692307693	0.0391260162601626
762	b-9	0.038461538461538464	0.001524390243902439
763	gh-	0.038461538461538464	0.003048780487804878
764	ell	0.5769230769230769	0.7896341463414634
765	p54	0.0	0.0010162601626016261
766	en_	0.19230769230769232	0.043191056910569105
767	992	0.0	0.003556910569105691
768	rs_	0.038461538461538464	0.07723577235772358
769	nva	0.038461538461538464	0.004573170731707317
770	fox	0.038461538461538464	0.005589430894308943
771	ium	0.038461538461538464	0.041666666666666664
772	766	0.038461538461538464	0.00508130081300813
773	42_	0.19230769230769232	0.06046747967479675
774	sh_	0.038461538461538464	0.013719512195121951
775	tur	0.038461538461538464	0.07571138211382114
776	s_t	0.038461538461538464	0.034552845528455285
777	993	0.038461538461538464	0.0040650406504065045
778	p61	0.038461538461538464	0.0010162601626016261
779	m_d	0.0	0.01676829268292683
780	s7_	0.0	0.018800813008130083
781	088	0.038461538461538464	0.009654471544715448
782	d_c	0.0	0.09146341463414634
783	wt-	0.038461538461538464	0.008130081300813009
784	b-8	0.038461538461538464	0.002540650406504065
785	ht)	0.038461538461538464	0.0005081300813008131
786	114	0.038461538461538464	0.025914634146341462
787	whi	0.0	0.01016260162601626
788	536	0.07692307692307693	0.006097560975609756
789	swn	0.0	0.0005081300813008131
790	can	0.4230769230769231	0.13058943089430894
791	rai	0.038461538461538464	0.05589430894308943
792	r-m	0.038461538461538464	0.002540650406504065
793	atc	0.038461538461538464	0.042682926829268296
794	-18	0.19230769230769232	0.01524390243902439
795	ela	0.07692307692307693	0.04725609756097561
796	on_	0.34615384615384615	0.32164634146341464
797	hic	0.07692307692307693	0.034552845528455285
798	fe_	0.0	0.0040650406504065045
799	i96	0.0	0.0005081300813008131
800	f11	0.0	0.007621951219512195
801	ci_	0.0	0.003556910569105691
802	085	0.038461538461538464	0.013719512195121951
803	gki	0.0	0.003048780487804878
804	kmt	0.0	0.0020325203252032522
805	24-	0.038461538461538464	0.009146341463414634
806	1_(	0.07692307692307693	0.02184959349593496
807	s_c	0.11538461538461539	0.0665650406504065
808	-6_	0.07692307692307693	0.013211382113821139
809	orm	0.19230769230769232	0.07621951219512195
810	tnb	0.038461538461538464	0.0020325203252032522
811	ecu	0.07692307692307693	0.017784552845528455
812	1(g	0.038461538461538464	0.0
813	crn	0.07692307692307693	0.011686991869918699
814	mav	0.038461538461538464	0.0010162601626016261
815	his	0.11538461538461539	0.013211382113821139
816	221	0.0	0.018292682926829267
817	h78	0.038461538461538464	0.0
818	las	0.15384615384615385	0.13770325203252032
819	ame	0.8076923076923077	0.8887195121951219
820	nit	0.0	0.03353658536585366
821	hro	0.0	0.023373983739837397
822	925	0.0	0.004573170731707317
823	d_g	0.0	0.017276422764227643
824	9_l	0.038461538461538464	0.012195121951219513
825	91-	0.038461538461538464	0.002540650406504065
826	25_	0.23076923076923078	0.09247967479674797
827	ded	0.038461538461538464	0.0066056910569105695
828	24_	0.23076923076923078	0.11534552845528455
829	ffe	0.038461538461538464	0.04928861788617886
830	tit	0.9615384615384616	0.9471544715447154
831	-27	0.07692307692307693	0.007621951219512195
832	5m_	0.038461538461538464	0.0020325203252032522
833	38-	0.038461538461538464	0.008130081300813009
834	eci	0.07692307692307693	0.026422764227642278
835	eli	0.0	0.09705284552845528
836	lls	0.038461538461538464	0.34247967479674796
837	437	0.0	0.010670731707317074
838	ng3	0.0	0.0010162601626016261
839	96_	0.07692307692307693	0.041158536585365856
840	por	0.0	0.014735772357723578
841	7-e	0.0	0.002540650406504065
842	811	0.0	0.004573170731707317
843	229	0.07692307692307693	0.01524390243902439
844	f_s	0.0	0.011686991869918699
845	37-	0.038461538461538464	0.008130081300813009
846	ndo	0.0	0.044715447154471545
847	lle	0.038461538461538464	0.024898373983739838
848	a_c	0.11538461538461539	0.11686991869918699
849	nc1	0.038461538461538464	0.007621951219512195
850	fol	0.038461538461538464	0.012195121951219513
851	wit	0.038461538461538464	0.10670731707317073
852	t13	0.038461538461538464	0.008130081300813009
853	120	0.038461538461538464	0.033028455284552845
854	167	0.038461538461538464	0.016260162601626018
855	iri	0.038461538461538464	0.0020325203252032522
856	nig	0.038461538461538464	0.005589430894308943
857	ki_	0.038461538461538464	0.003556910569105691
858	-25	0.07692307692307693	0.011686991869918699
859	a_o	0.0	0.00508130081300813
860	lua	0.0	0.0010162601626016261
861	)_b	0.038461538461538464	0.0010162601626016261
862	cst	0.038461538461538464	0.001524390243902439
863	yte	0.0	0.08079268292682927
864	uen	0.038461538461538464	0.014227642276422764
865	56_	0.23076923076923078	0.06300813008130081
866	nk_	0.038461538461538464	0.014735772357723578
867	e5_	0.07692307692307693	0.010670731707317074
868	fet	0.038461538461538464	0.01524390243902439
869	fen	0.0	0.003556910569105691
870	spo	0.0	0.014735772357723578
871	n6-	0.0	0.001524390243902439
872	1_n	0.038461538461538464	0.028963414634146343
873	mar	0.07692307692307693	0.10569105691056911
874	023	0.07692307692307693	0.019308943089430895
875	bsi	0.0	0.0010162601626016261
876	611	0.038461538461538464	0.008130081300813009
877	-u1	0.038461538461538464	0.0005081300813008131
878	tor	0.11538461538461539	0.08485772357723577
879	ost	0.038461538461538464	0.08384146341463415
880	p1_	0.038461538461538464	0.16717479674796748
881	rce	0.8461538461538461	0.869410569105691
882	eog	0.038461538461538464	0.008130081300813009
883	cur	0.038461538461538464	0.006097560975609756
884	3_d	0.0	0.023882113821138213
885	6_d	0.0	0.017784552845528455
886	avi	0.0	0.0040650406504065045
887	czu	0.0	0.0005081300813008131
888	5)_	0.0	0.005589430894308943
889	n)_	0.038461538461538464	0.0066056910569105695
890	net	0.038461538461538464	0.005589430894308943
891	-11	0.19230769230769232	0.022865853658536585
892	prx	0.0	0.0005081300813008131
893	h00	0.038461538461538464	0.001524390243902439
894	gg_	0.0	0.009146341463414634
895	elo	0.038461538461538464	0.03709349593495935
896	otr	0.0	0.00508130081300813
897	620	0.07692307692307693	0.010670731707317074
898	rha	0.0	0.00508130081300813
899	e_m	0.07692307692307693	0.07672764227642276
900	63_	0.2692307692307692	0.058434959349593495
901	s_0	0.038461538461538464	0.0040650406504065045
902	107	0.038461538461538464	0.029979674796747968
903	gy_	0.07692307692307693	0.011178861788617886
904	231	0.038461538461538464	0.041158536585365856
905	pro	0.038461538461538464	0.13008130081300814
906	bn3	0.038461538461538464	0.0
907	p6_	0.0	0.015752032520325202
908	-_s	0.038461538461538464	0.0020325203252032522
909	pc_	0.0	0.017784552845528455
910	hep	0.038461538461538464	0.041158536585365856
911	390	0.038461538461538464	0.01016260162601626
912	77-	0.038461538461538464	0.0040650406504065045
913	ts_	0.038461538461538464	0.05589430894308943
914	f_p	0.0	0.007113821138211382
915	706	0.038461538461538464	0.0066056910569105695
916	h/+	0.0	0.0005081300813008131
917	gin	0.038461538461538464	0.017784552845528455
918	ggc	0.0	0.006097560975609756
919	166	0.11538461538461539	0.016260162601626018
920	gan	0.07692307692307693	0.032520325203252036
921	97-	0.038461538461538464	0.0020325203252032522
922	dif	0.07692307692307693	0.047764227642276426
923	e33	0.0	0.003556910569105691
924	1s_	0.0	0.00508130081300813
925	h03	0.038461538461538464	0.004573170731707317
926	24r	0.0	0.0010162601626016261
927	utc	0.0	0.002540650406504065
928	isp	0.0	0.018292682926829267
929	ype	0.38461538461538464	0.6051829268292683
930	-4_	0.15384615384615385	0.025914634146341462
931	alm	0.0	0.0066056910569105695
932	ece	0.038461538461538464	0.006097560975609756
933	eme	0.0	0.008130081300813009
934	im3	0.0	0.0010162601626016261
935	nfe	0.0	0.05589430894308943
936	o17	0.0	0.001524390243902439
937	eg_	0.07692307692307693	0.017276422764227643
938	33_	0.11538461538461539	0.07723577235772358
939	ndi	0.0	0.06351626016260163
940	hag	0.07692307692307693	0.020833333333333332
941	r_2	0.11538461538461539	0.046747967479674794
942	29_	0.23076923076923078	0.08434959349593496
943	eus	0.0	0.004573170731707317
944	ap2	0.0	0.003048780487804878
945	ste	0.038461538461538464	0.09298780487804878
946	th_	0.07692307692307693	0.12804878048780488
947	fp_	0.038461538461538464	0.025914634146341462
948	ere	0.038461538461538464	0.09502032520325203
949	128	0.038461538461538464	0.028963414634146343
950	mon	0.038461538461538464	0.07164634146341463
951	pe1	0.0	0.003048780487804878
952	ow_	0.0	0.04369918699186992
953	26_	0.15384615384615385	0.08689024390243902
954	uca	0.038461538461538464	0.011178861788617886
955	ct2	0.07692307692307693	0.003556910569105691
956	ct3	0.11538461538461539	0.003048780487804878
957	rot	0.0	0.026422764227642278
958	ria	0.11538461538461539	0.06859756097560976
959	029	0.07692307692307693	0.017784552845528455
960	pla	0.11538461538461539	0.06097560975609756
961	t-4	0.038461538461538464	0.003048780487804878
962	se4	0.07692307692307693	0.002540650406504065
963	eoa	0.038461538461538464	0.003048780487804878
964	spa	0.038461538461538464	0.008130081300813009
965	b-1	0.07692307692307693	0.007621951219512195
966	15_	0.3076923076923077	0.12652439024390244
967	xc2	0.0	0.0005081300813008131
968	oze	0.038461538461538464	0.0066056910569105695
969	n18	0.0	0.003048780487804878
970	99n	0.0	0.0010162601626016261
971	iat	0.07692307692307693	0.058434959349593495
972	rrm	0.0	0.001524390243902439
973	v10	0.0	0.001524390243902439
974	se8	0.038461538461538464	0.0005081300813008131
975	y_7	0.038461538461538464	0.010670731707317074
976	inc	0.0	0.01524390243902439
977	evi	0.038461538461538464	0.002540650406504065
978	cta	0.11538461538461539	0.03353658536585366
979	ips	0.038461538461538464	0.06097560975609756
980	03-	0.038461538461538464	0.019817073170731708
981	008	0.07692307692307693	0.023373983739837397
982	rob	0.0	0.056910569105691054
983	hno	0.0	0.0040650406504065045
984	and	0.038461538461538464	0.0782520325203252
985	-99	0.038461538461538464	0.0020325203252032522
986	l-6	0.0	0.002540650406504065
987	wt1	0.038461538461538464	0.005589430894308943
988	sod	0.038461538461538464	0.00508130081300813
989	n-8	0.038461538461538464	0.0005081300813008131
